Borough,Park or Playground,Week Start Date,Week End date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Total Attendance
Queens,Queensbridge Park,07/08/2018,07/14/2018,0,0,57,31,102,0,88,278
Queens,Rufus King Park,07/08/2018,07/14/2018,0,0,208,0,184,220,236,848
Queens,Lower Highland Playground,07/08/2018,07/14/2018,0,0,0,0,110,32,0,142
Queens,London Planetree,07/08/2018,07/14/2018,0,0,121,147,182,169,247,866
Queens,Beach 30th Playground - CPI,07/08/2018,07/14/2018,0,0,55,42,200,150,175,622
Queens,Brookville Playground,07/08/2018,07/14/2018,0,0,40,50,107,144,22,363
Queens,Mauro Playground,07/08/2018,07/14/2018,0,0,25,10,10,0,0,45
Queens,Bayswater Park - CPI,07/08/2018,07/14/2018,0,0,118,137,96,88,102,541
Queens,Yellowstone Park,07/08/2018,07/14/2018,0,0,0,83,95,78,0,256
Queens,Beach 59th Street Playground - CPI,07/08/2018,07/14/2018,0,0,90,72,86,100,150,498
Bronx,St Mary's East Playground,05/21/2017,05/27/2017,0,0,45,65,0,50,35,195
Queens,Colden Playground - CPI,07/08/2018,07/14/2018,0,0,0,0,130,0,100,230
Bronx,Dawson Playground - CPI,07/15/2018,07/21/2018,0,0,10,60,50,49,55,224
Bronx,Horseshoe Playground - CPI,07/15/2018,07/21/2018,0,0,12,28,26,31,0,97
Queens,Juniper Park,07/08/2018,07/14/2018,0,0,0,0,162,77,149,388
Bronx,Mott Playground - CPI,07/15/2018,07/21/2018,0,0,12,26,21,20,18,97
Bronx,St. James Park,07/15/2018,07/21/2018,0,0,130,160,160,150,200,800
Bronx,Slattery Playground - CPI,07/15/2018,07/21/2018,0,0,50,60,70,0,80,260
Bronx,Claremont Park,07/15/2018,07/21/2018,0,0,30,0,40,0,45,115
Bronx,Rev. James Polite Playground - CPI,07/15/2018,07/21/2018,0,0,12,14,11,17,16,70
Bronx,Barreto Playground - CPI,07/15/2018,07/21/2018,0,0,45,60,30,68,80,283
Bronx,People's Park,05/21/2017,05/27/2017,0,0,21,18,0,0,30,69
Bronx,Tremont Park,07/15/2018,07/21/2018,0,0,20,0,55,80,60,215
Bronx,Clark Playground - CPI,07/15/2018,07/21/2018,0,0,6,0,18,14,24,62
Bronx,Tiffany Playground,07/15/2018,07/21/2018,0,0,15,75,65,45,25,225
Bronx,Zimmerman Playground,07/15/2018,07/21/2018,0,0,110,96,98,100,80,484
Bronx,Abrams Playground,07/15/2018,07/21/2018,0,0,25,105,82,0,120,332
Bronx,Abrams Playground,07/15/2018,07/21/2018,0,0,25,105,82,0,120,332
Bronx,Loreto Playground,07/15/2018,07/21/2018,0,0,35,36,40,55,50,216
Bronx,Dawson Playground - CPI,07/22/2018,07/28/2018,0,0,46,0,66,0,0,112
Bronx,PFC Lozada Playground - CPI,07/15/2018,07/21/2018,0,0,10,49,50,0,29,138
Brooklyn,Sternberg Park - CPI,05/27/2018,06/02/2018,0,0,40,45,35,35,40,195
Bronx,Slattery Playground - CPI,05/21/2017,05/27/2017,0,0,60,40,0,55,95,250
Bronx,Martin Van Buren Playground,07/15/2018,07/21/2018,0,0,40,62,0,114,83,299
Bronx,Flynn Playground - CPI,07/15/2018,07/21/2018,0,0,0,0,20,130,80,230
Brooklyn,Sternberg Park - CPI,06/03/2018,06/09/2018,0,0,30,35,40,45,29,179
Brooklyn,Sternberg Park - CPI,06/17/2018,06/23/2018,0,0,32,38,35,40,45,190
Brooklyn,Sternberg Park - CPI,06/24/2018,06/30/2018,0,0,30,29,40,42,45,186
Brooklyn,Sternberg Park - CPI,07/01/2018,07/07/2018,0,0,29,39,51,47,42,208
Brooklyn,Sternberg Park - CPI,06/10/2018,06/16/2018,0,0,50,41,32,33,48,204
Brooklyn,Vincent Abate Playground - CPI,05/13/2018,05/19/2018,0,0,65,70,60,70,75,340
Brooklyn,Vincent Abate Playground - CPI,05/20/2018,05/26/2018,0,0,60,68,69,70,75,342
Brooklyn,Vincent Abate Playground - CPI,06/03/2018,06/09/2018,0,0,0,0,0,0,0,0
Bronx,Dawson Playground - CPI,05/21/2017,05/27/2017,0,0,36,25,0,44,34,139
Brooklyn,Vincent Abate Playground - CPI,05/27/2018,06/02/2018,0,0,80,79,69,77,83,388
Brooklyn,Vincent Abate Playground - CPI,06/10/2018,06/16/2018,0,0,0,0,0,0,0,0
Brooklyn,Vincent Abate Playground - CPI,06/17/2018,06/23/2018,0,0,0,0,0,0,0,0
Brooklyn,Vincent Abate Playground - CPI,06/24/2018,06/30/2018,0,0,0,0,0,0,0,0
Brooklyn,Vincent Abate Playground - CPI,07/01/2018,07/07/2018,0,107,105,0,109,110,115,546
Brooklyn,William Sheridan Playground - CPI,05/27/2018,06/02/2018,0,0,120,130,150,165,180,745
Brooklyn,William Sheridan Playground - CPI,06/03/2018,06/09/2018,0,0,180,190,167,145,185,867
Brooklyn,William Sheridan Playground - CPI,05/13/2018,05/19/2018,0,0,123,103,112,156,150,644
Brooklyn,William Sheridan Playground - CPI,06/17/2018,06/23/2018,0,0,168,167,170,180,190,875
Brooklyn,William Sheridan Playground - CPI,06/24/2018,06/30/2018,0,0,195,205,178,154,134,866
Bronx,Rev. James Polite Playground - CPI,05/21/2017,05/27/2017,0,0,35,52,0,25,35,147
Brooklyn,William Sheridan Playground - CPI,06/10/2018,06/16/2018,0,0,201,205,199,175,204,984
Brooklyn,Garibaldi Playground - CPI,05/06/2018,05/12/2018,0,0,0,0,0,0,0,0
Brooklyn,William Sheridan Playground - CPI,07/01/2018,07/07/2018,0,174,145,0,166,189,190,864
Brooklyn,Dyker Beach Park - CPI,07/01/2018,07/07/2018,0,0,100,0,134,98,123,455
Brooklyn,Garibaldi Playground - CPI,05/01/2018,05/05/2018,0,0,0,0,0,0,0,0
Brooklyn,Garibaldi Playground - CPI,05/20/2018,05/26/2018,0,0,7,9,8,4,5,33
Brooklyn,Garibaldi Playground - CPI,06/03/2018,06/09/2018,0,0,6,6,8,10,12,42
Brooklyn,Garibaldi Playground - CPI,05/27/2018,06/02/2018,0,0,5,7,8,9,12,41
Brooklyn,Garibaldi Playground - CPI,05/13/2018,05/19/2018,0,0,0,0,0,0,0,0
Brooklyn,Garibaldi Playground - CPI,06/10/2018,06/16/2018,0,0,8,5,6,9,8,36
Manhattan,Bloomingdale Playground,04/24/2017,04/29/2017,0,0,0,75,70,135,0,280
Bronx,Flynn Playground - CPI,05/21/2017,05/27/2017,0,0,7,12,0,13,14,46
Brooklyn,Garibaldi Playground - CPI,06/24/2018,06/30/2018,0,0,5,6,8,9,7,35
Brooklyn,Garibaldi Playground - CPI,07/01/2018,07/07/2018,0,8,6,0,8,9,7,38
Brooklyn,Dreier Offerman - CPI,05/01/2018,05/05/2018,0,0,44,50,34,45,39,212
Brooklyn,Dreier Offerman - CPI,07/01/2018,07/07/2018,0,65,72,0,56,59,55,307
Brooklyn,Dreier Offerman - CPI,05/06/2018,05/12/2018,0,0,50,47,45,56,50,248
Brooklyn,Dreier Offerman - CPI,05/27/2018,06/02/2018,0,0,45,50,55,60,60,270
Brooklyn,Dreier Offerman - CPI,05/20/2018,05/26/2018,0,0,40,45,50,45,55,235
Brooklyn,John J Carty Park - CPI,05/13/2018,05/19/2018,0,0,40,60,57,59,47,263
Brooklyn,Century Playground - CPI,05/01/2018,05/05/2018,0,0,60,63,65,55,50,293
Brooklyn,Century Playground - CPI,05/06/2018,05/12/2018,0,0,45,50,55,50,40,240
Bronx,Martin Van Buren Playground,05/21/2017,05/27/2017,0,0,61,52,0,72,54,239
Brooklyn,John J Carty Park - CPI,05/20/2018,05/26/2018,0,0,180,167,150,180,170,847
Brooklyn,Century Playground - CPI,05/27/2018,06/02/2018,0,0,40,35,45,43,42,205
Brooklyn,Century Playground - CPI,05/20/2018,05/26/2018,0,0,48,50,56,39,41,234
Brooklyn,Century Playground - CPI,05/13/2018,05/19/2018,0,0,35,40,35,35,50,195
Brooklyn,Marion Hopkinson Playground - CPI,05/27/2018,06/02/2018,0,0,25,31,26,29,62,173
Brooklyn,Century Playground - CPI,07/01/2018,07/07/2018,0,50,37,0,42,55,60,244
Brooklyn,Marion Hopkinson Playground - CPI,05/01/2018,05/05/2018,0,0,0,0,0,0,0,0
Brooklyn,Betsy Head Playground,04/16/2018,04/21/2018,0,0,0,0,0,0,0,0
Brooklyn,Betsy Head Playground,04/23/2018,04/28/2018,0,0,65,52,50,62,67,296
Brooklyn,Betsy Head Playground,04/30/2018,05/05/2018,0,0,52,57,62,45,25,241
Staten Island,Faber Park - CPI,05/23/2017,05/27/2017,0,0,40,53,39,42,48,222
Brooklyn,Marion Hopkinson Playground - CPI,05/13/2018,05/19/2018,0,0,27,30,32,34,37,160
Brooklyn,Betsy Head Playground,05/14/2018,05/19/2018,0,0,42,35,47,42,60,226
Brooklyn,Betsy Head Playground,05/07/2018,05/12/2018,0,0,0,0,0,0,0,0
Brooklyn,Betsy Head Playground,05/21/2018,05/26/2018,0,0,45,47,50,53,65,260
Brooklyn,Betsy Head Playground,05/28/2018,06/02/2018,0,0,35,47,36,52,64,234
Brooklyn,Betsy Head Playground,06/11/2018,06/16/2018,0,0,47,52,48,45,53,245
Brooklyn,Marion Hopkinson Playground - CPI,05/20/2018,05/26/2018,0,0,33,34,29,37,39,172
Brooklyn,Marion Hopkinson Playground - CPI,05/06/2018,05/12/2018,0,0,0,0,0,0,0,0
Brooklyn,Marion Hopkinson Playground - CPI,06/03/2018,06/09/2018,0,0,34,35,25,24,21,139
Brooklyn,Betsy Head Playground,06/04/2018,06/09/2018,0,0,41,38,50,47,70,246
Brooklyn,Betsy Head Playground,05/22/2017,05/27/2017,0,0,34,42,28,54,62,220
Brooklyn,Betsy Head Playground,06/25/2018,06/30/2018,0,0,65,75,80,72,78,370
Brooklyn,Betsy Head Playground,06/18/2018,06/23/2018,0,0,52,54,60,47,55,268
Brooklyn,Betsy Head Playground,07/02/2018,07/07/2018,0,0,67,70,69,52,68,326
Brooklyn,Betsy Head Playground,07/16/2018,07/21/2018,0,0,74,89,74,68,83,388
Brooklyn,Skate Park,07/02/2018,07/07/2018,0,0,15,20,18,35,32,120
Brooklyn,Betsy Head Playground,07/09/2018,07/14/2018,0,0,62,58,80,87,88,375
Brooklyn,Fort Greene Playground,07/16/2018,07/21/2018,0,0,34,24,16,24,52,150
Brooklyn,Fort Greene Playground,07/02/2018,07/07/2018,0,0,0,30,24,36,40,130
Brooklyn,Fort Greene Playground,07/09/2018,07/14/2018,0,0,24,20,26,22,45,137
Brooklyn,Skate Park,07/09/2018,07/14/2018,0,0,24,21,34,21,30,130
Staten Island,Faber Park - CPI,05/23/2017,05/27/2017,0,0,40,53,39,42,48,222
Brooklyn,Skate Park,07/16/2018,07/21/2018,0,0,36,26,28,31,41,162
Brooklyn,Maria Hernandez Park,07/02/2018,07/07/2018,0,0,70,80,76,84,97,407
Brooklyn,Linden Park,07/02/2018,07/07/2018,0,0,0,80,65,75,80,300
Brooklyn,Linden Park,07/16/2018,07/21/2018,0,0,46,42,57,62,65,272
Brooklyn,Maria Hernandez Park,07/09/2018,07/14/2018,0,0,84,82,86,75,90,417
Brooklyn,Hattie Carthan,04/16/2018,04/21/2018,0,0,0,0,0,0,0,0
Brooklyn,Linden Park,07/09/2018,07/14/2018,0,0,50,48,51,46,68,263
Brooklyn,Maria Hernandez Park,07/16/2018,07/21/2018,0,0,80,74,90,87,105,436
Brooklyn,Hattie Carthan,05/07/2018,05/12/2018,0,0,0,0,0,0,0,0
Brooklyn,Osborn Playground,04/15/2018,04/21/2018,0,0,0,0,0,0,0,0
Brooklyn,Dreier Offerman - CPI,05/21/2017,05/26/2017,0,0,28,44,53,67,62,254
Brooklyn,Hattie Carthan,06/11/2018,06/16/2018,0,0,0,0,0,0,0,0
Brooklyn,Hattie Carthan,04/23/2018,04/28/2018,0,0,0,0,0,0,0,0
Brooklyn,Hattie Carthan,06/04/2018,06/09/2018,0,0,0,0,0,0,0,0
Brooklyn,Hattie Carthan,04/30/2018,05/05/2018,0,0,0,0,0,0,0,0
Brooklyn,Hattie Carthan,06/18/2018,06/23/2018,0,0,0,0,0,0,0,0
Queens,Charybdis Playground - CPI,07/15/2018,07/21/2018,0,0,88,72,77,102,111,450
Queens,Astoria Heights Playground,07/15/2018,07/21/2018,0,0,154,120,147,150,143,714
Queens,Lou Lodati Playground (Torsney Plygd),07/15/2018,07/21/2018,0,0,75,125,120,110,0,430
Queens,Juniper Park,07/15/2018,07/21/2018,0,0,138,184,294,220,0,836
Queens,Mauro Playground,07/15/2018,07/21/2018,0,0,20,15,30,0,0,65
Brooklyn,Kaiser Park,05/21/2017,05/26/2017,8,9,18,5,14,23,16,93
Queens,Bowne Park,07/15/2018,07/21/2018,0,0,39,133,108,99,74,453
Queens,Maple Playground - CPI,07/15/2018,07/21/2018,0,0,120,170,170,170,200,830
Brooklyn,Seth Low - CPI,07/01/2018,07/07/2018,0,45,55,0,60,75,70,305
Brooklyn,Seth Low - CPI,07/01/2018,07/07/2018,0,45,55,0,60,75,70,305
Queens,Buz O'Rourke,07/15/2018,07/21/2018,0,0,30,20,20,45,25,140
Brooklyn,Seth Low - CPI,07/08/2018,07/14/2018,0,0,60,55,50,50,65,280
Brooklyn,Seth Low - CPI,07/15/2018,07/21/2018,0,0,50,55,65,69,60,299
Brooklyn,St Andrew's Playground - CPI,07/15/2018,07/21/2018,0,0,50,60,70,70,70,320
Brooklyn,St Andrew's Playground - CPI,07/08/2018,07/14/2018,0,0,70,59,62,55,50,296
Brooklyn,Sternberg Park - CPI,07/15/2018,07/21/2018,0,0,32,35,40,39,42,188
Staten Island,Mason Playground,05/23/2017,05/27/2017,0,0,90,110,0,100,150,450
Brooklyn,Dyker Beach Park - CPI,07/08/2018,07/14/2018,0,0,200,190,250,280,240,1160
Brooklyn,Garibaldi Playground - CPI,07/08/2018,07/14/2018,0,0,9,6,8,5,10,38
Brooklyn,Garibaldi Playground - CPI,07/15/2018,07/21/2018,0,0,5,6,9,10,9,39
Brooklyn,Dyker Beach Park - CPI,07/15/2018,07/21/2018,0,0,230,280,220,300,320,1350
Brooklyn,Dreier Offerman - CPI,07/08/2018,07/14/2018,0,0,50,45,56,62,66,279
Brooklyn,Dreier Offerman - CPI,07/15/2018,07/21/2018,0,0,60,50,70,67,59,306
Manhattan,J Hood Wright - CPI,07/15/2018,07/21/2018,0,0,231,325,0,0,285,841
Manhattan,Raoul Wallenberg Playground - CPI,07/15/2018,07/21/2018,0,0,130,197,0,125,140,592
Manhattan,Matthew Sapolin,07/15/2018,07/21/2018,0,0,178,133,0,65,0,376
Manhattan,Jackie Robinson Playground - CPI,07/15/2018,07/21/2018,0,0,45,210,0,120,460,835
Staten Island,Westerleigh Park,05/23/2017,05/26/2017,0,0,75,75,45,65,0,260
Manhattan,Seward Park - CPI,07/15/2018,07/21/2018,0,0,300,575,0,650,1000,2525
Manhattan,Columbus Park - CPI,07/15/2018,07/21/2018,0,0,211,234,0,0,250,695
Manhattan,Sol Lain Playground - CPI,07/15/2018,07/21/2018,0,0,36,104,0,0,38,178
Manhattan,Columbus Park - CPI,07/01/2018,07/07/2018,0,213,0,0,225,220,0,658
Manhattan,Sol Lain Playground - CPI,07/01/2018,07/07/2018,0,84,0,0,113,0,143,340
Manhattan,Matthew Sapolin,07/01/2018,07/07/2018,0,0,0,0,104,0,104,208
Manhattan,Poor Richard's Playground - CPI,07/01/2018,07/07/2018,0,110,0,0,135,0,85,330
Manhattan,Poor Richard's Playground - CPI,07/15/2018,07/21/2018,0,0,140,140,165,0,190,635
Manhattan,"Martin Luther King, Jr. Playground - CPI",07/15/2018,07/21/2018,0,0,45,40,0,50,45,180
Manhattan,St. Nicholas playground - CPI,07/15/2018,07/21/2018,0,0,130,155,0,208,95,588
Brooklyn,Seth Low,05/21/2017,05/26/2017,0,0,54,33,46,69,0,202
Manhattan,Carmansville Playground - CPI,07/15/2018,07/21/2018,0,0,380,420,0,500,520,1820
Manhattan,Carmansville Playground - CPI,07/08/2018,07/14/2018,0,0,380,420,460,380,0,1640
Manhattan,Seward Park - CPI,07/08/2018,07/14/2018,0,0,0,725,650,700,275,2350
Manhattan,Columbus Park - CPI,07/08/2018,07/14/2018,0,0,202,237,224,215,240,1118
Manhattan,Sol Lain Playground - CPI,07/08/2018,07/14/2018,0,0,77,87,159,117,38,478
Manhattan,St. Nicholas playground - CPI,07/08/2018,07/14/2018,0,0,87,137,0,0,158,382
Manhattan,J Hood Wright - CPI,07/08/2018,07/14/2018,0,0,177,475,235,0,239,1126
Manhattan,Raoul Wallenberg Playground - CPI,07/08/2018,07/14/2018,0,0,135,118,122,0,135,510
Manhattan,"Martin Luther King, Jr. Playground - CPI",07/08/2018,07/14/2018,0,0,40,30,40,40,60,210
Manhattan,Sheltering Arms Pool,07/01/2018,07/07/2018,0,28,0,0,30,5,35,98
Manhattan,Seward Park - CPI,04/24/2017,04/29/2017,0,0,10,150,280,310,418,1168
Brooklyn,Lincoln Terrace Park,05/21/2017,05/26/2017,0,26,32,31,45,51,0,185
Manhattan,Happy Warrior Playground,07/08/2018,07/14/2018,0,0,120,80,105,65,120,490
Manhattan,Sheltering Arms Pool,07/15/2018,07/21/2018,0,0,15,25,0,35,40,115
Manhattan,Happy Warrior Playground,07/01/2018,07/07/2018,0,40,0,0,35,0,50,125
Manhattan,Thomas Jefferson Park,07/08/2018,07/14/2018,0,0,88,0,98,180,200,566
Manhattan,Poor Richard's Playground - CPI,07/08/2018,07/14/2018,0,0,110,120,130,135,150,645
Manhattan,Happy Warrior Playground,07/15/2018,07/21/2018,0,0,60,105,0,95,0,260
Manhattan,Matthew Sapolin,07/08/2018,07/14/2018,0,0,124,168,132,145,150,719
Manhattan,Sheltering Arms Pool,07/08/2018,07/14/2018,0,20,25,35,40,45,0,165
Manhattan,Jackie Robinson Playground - CPI,07/08/2018,07/14/2018,0,0,93,100,99,110,130,532
Manhattan,Jackie Robinson Playground - CPI,06/24/2018,06/30/2018,0,0,105,255,65,110,118,653
Brooklyn,St Johns Playground - CPI,05/21/2017,05/27/2017,0,21,25,36,19,41,0,142
Manhattan,Seward Park - CPI,06/24/2018,06/30/2018,0,0,700,0,525,600,750,2575
Manhattan,Tompkins Square Park - CPI,06/24/2018,06/30/2018,0,197,0,129,76,59,26,487
Manhattan,Sol Lain Playground - CPI,06/24/2018,06/30/2018,0,0,109,144,93,102,71,519
Manhattan,Carmansville Playground - CPI,06/24/2018,06/30/2018,0,0,330,400,420,0,400,1550
Manhattan,Thomas Jefferson Park,06/24/2018,06/30/2018,0,0,25,72,55,63,38,253
Manhattan,Columbus Park - CPI,06/24/2018,06/30/2018,0,0,216,240,205,235,227,1123
Manhattan,Raoul Wallenberg Playground - CPI,06/24/2018,06/30/2018,0,0,128,115,92,157,0,492
Manhattan,"Martin Luther King, Jr. Playground - CPI",06/24/2018,06/30/2018,0,0,80,100,115,0,95,390
Manhattan,Happy Warrior Playground,06/24/2018,06/30/2018,0,0,0,25,20,35,20,100
Manhattan,St. Nicholas playground - CPI,06/24/2018,06/30/2018,0,0,67,73,107,0,0,247
Staten Island,Mahoney Playground,05/23/2017,05/27/2017,0,0,25,22,0,34,25,106
Manhattan,J Hood Wright - CPI,06/24/2018,06/30/2018,0,0,224,286,105,201,332,1148
Manhattan,Carmansville Playground - CPI,06/24/2018,06/30/2018,0,0,420,460,520,580,600,2580
Brooklyn,William Sheridan Playground - CPI,07/15/2018,07/21/2018,0,0,189,199,199,202,208,997
Brooklyn,William Sheridan Playground - CPI,07/08/2018,07/14/2018,0,0,150,160,170,180,200,860
Brooklyn,John J Carty Park - CPI,05/27/2018,06/02/2018,0,0,67,70,80,65,55,337
Queens,Hoover - Manton Playgrounds,07/15/2018,07/21/2018,0,0,0,85,0,0,0,85
Brooklyn,Century Playground - CPI,07/08/2018,07/14/2018,0,0,50,50,60,60,65,285
Brooklyn,Century Playground - CPI,07/15/2018,07/21/2018,0,0,65,55,58,45,50,273
Queens,Playground for All Children - CPI,07/15/2018,07/21/2018,0,0,103,220,204,147,192,866
Brooklyn,Marion Hopkinson Playground - CPI,06/10/2018,06/16/2018,0,0,40,45,50,55,56,246
Staten Island,Corporal Thompson - CPI,05/23/2017,05/27/2017,0,0,175,50,200,220,200,845
Queens,Beach 30th Playground - CPI,07/15/2018,07/21/2018,0,0,34,42,20,39,27,162
Queens,Brookville Playground,07/15/2018,07/21/2018,0,0,115,190,90,105,120,620
Brooklyn,Carroll Park,07/08/2018,07/14/2018,0,0,40,44,37,32,30,183
Queens,Beach 59th Street Playground - CPI,07/15/2018,07/21/2018,0,0,60,80,0,0,0,140
Brooklyn,Carroll Park,07/01/2018,07/07/2018,0,0,0,0,45,35,40,120
Brooklyn,Carroll Park,07/15/2018,07/21/2018,0,0,35,25,45,45,35,185
Brooklyn,Douglass & Degraw,07/01/2018,07/07/2018,0,20,15,22,19,18,0,94
Queens,Bayswater Park - CPI,07/15/2018,07/21/2018,0,0,47,108,50,69,0,274
Queens,London Planetree,07/15/2018,07/21/2018,0,0,39,216,280,244,0,779
Queens,Rufus King Park,07/15/2018,07/21/2018,0,0,198,234,218,181,0,831
Brooklyn,Marion Hopkinson Playground - CPI,05/21/2017,05/26/2017,0,19,23,24,30,47,0,143
Queens,Lower Highland Playground,07/15/2018,07/21/2018,0,0,50,120,100,100,65,435
Brooklyn,St Johns Playground - CPI,07/02/2018,07/06/2018,0,22,0,0,30,32,0,84
Brooklyn,St Johns Playground - CPI,06/27/2018,06/29/2018,0,0,0,27,0,24,0,51
Queens,Yellowstone Park,07/15/2018,07/21/2018,0,0,30,68,61,73,92,324
Brooklyn,St Johns Playground - CPI,07/09/2018,07/13/2018,0,24,32,35,30,36,0,157
Brooklyn,St Johns Playground - CPI,07/16/2018,07/20/2018,0,25,27,32,36,35,0,155
Brooklyn,Bushclinton Playground,07/01/2018,07/07/2018,0,4,3,0,2,4,0,13
Brooklyn,St Johns Playground - CPI,07/23/2018,07/27/2018,0,0,35,0,40,47,0,122
Bronx,Barreto Playground - CPI,07/22/2018,07/28/2018,0,0,35,0,0,50,0,85
Bronx,Tiffany Playground,07/22/2018,07/28/2018,0,0,65,0,70,45,0,180
Brooklyn,Brownsville Playground,05/21/2017,05/27/2017,0,0,0,0,0,0,0,0
Bronx,Horseshoe Playground - CPI,07/22/2018,07/28/2018,0,0,36,0,47,22,0,105
Bronx,St. James Park,07/22/2018,07/28/2018,0,0,150,0,160,180,185,675
Bronx,Clark Playground - CPI,07/22/2018,07/28/2018,0,0,35,0,30,18,0,83
Bronx,Mott Playground - CPI,07/22/2018,07/28/2018,0,0,28,0,26,20,0,74
Bronx,Loreto Playground,07/22/2018,07/28/2018,0,0,45,0,50,50,50,195
Bronx,Tremont Park,07/22/2018,07/28/2018,0,0,0,0,65,55,80,200
Bronx,PO Serrano Playground,07/22/2018,07/28/2018,0,0,60,0,50,50,25,185
Bronx,PFC Lozada Playground - CPI,07/22/2018,07/28/2018,0,0,59,0,38,49,25,171
Bronx,Zimmerman Playground,07/22/2018,07/28/2018,0,0,100,0,90,100,96,386
Brooklyn,Bushclinton Playground,07/16/2018,07/20/2018,0,2,6,14,14,22,0,58
Brooklyn,Sternberg Park - CPI,05/21/2017,05/27/2017,0,22,26,31,29,41,0,149
Bronx,Abrams Playground,07/22/2018,07/28/2018,0,0,100,0,90,100,120,410
Bronx,Willis Playground - CPI,07/22/2018,07/28/2018,0,0,30,0,35,40,30,135
Brooklyn,Bushclinton Playground,07/09/2018,07/13/2018,0,9,15,13,12,17,0,66
Brooklyn,Bushclinton Playground,07/23/2018,07/27/2018,0,7,15,20,20,11,0,73
Staten Island,PS 35,07/15/2018,07/21/2018,0,0,0,0,48,87,0,135
Staten Island,PS 35,07/22/2018,07/28/2018,183,0,94,0,74,85,0,436
Staten Island,De Matti Park - CPI,07/15/2018,07/21/2018,0,0,63,163,168,130,68,592
Brooklyn,Marion Hopkinson Playground - CPI,07/08/2018,07/14/2018,0,0,51,52,52,49,45,249
Brooklyn,Marion Hopkinson Playground - CPI,06/24/2018,06/30/2018,0,0,45,37,39,42,49,212
Brooklyn,Marion Hopkinson Playground - CPI,06/17/2018,06/23/2018,0,0,40,35,30,35,41,181
Brooklyn,St Andrew's Playground - CPI,05/21/2017,05/27/2017,0,0,56,44,61,35,39,235
Staten Island,De Matti Park - CPI,07/22/2018,07/28/2018,0,0,92,75,98,148,80,493
Brooklyn,Marion Hopkinson Playground - CPI,07/01/2018,07/07/2018,0,31,48,0,50,44,52,225
Brooklyn,Marion Hopkinson Playground - CPI,07/15/2018,07/21/2018,0,0,53,51,47,44,51,246
Brooklyn,John J Carty Park - CPI,06/17/2018,06/23/2018,0,0,100,115,120,110,105,550
Brooklyn,Douglass & Degraw,07/08/2018,07/14/2018,0,15,22,14,17,13,0,81
Manhattan,Raoul Wallenberg Playground - CPI,07/22/2018,07/28/2018,0,0,75,0,125,115,148,463
Manhattan,Matthew Sapolin,07/22/2018,07/28/2018,0,188,34,0,142,130,225,719
Manhattan,Happy Warrior Playground,07/22/2018,07/28/2018,0,0,130,85,90,105,90,500
Manhattan,J Hood Wright - CPI,07/22/2018,07/28/2018,0,0,140,50,45,177,240,652
Manhattan,Seward Park - CPI,07/22/2018,07/28/2018,0,0,450,0,500,675,725,2350
Brooklyn,Vincent Abate Playground - CPI,05/21/2017,05/27/2017,0,19,24,17,27,29,0,116
Manhattan,St. Nicholas playground - CPI,07/22/2018,07/28/2018,0,0,0,180,99,107,0,386
Manhattan,Poor Richard's Playground - CPI,07/22/2018,07/28/2018,0,0,0,0,150,0,0,150
Manhattan,Jackie Robinson Playground - CPI,07/22/2018,07/28/2018,0,0,105,90,127,0,130,452
Manhattan,Thomas Jefferson Park,07/22/2018,07/28/2018,0,0,72,80,140,98,120,510
Manhattan,"Martin Luther King, Jr. Playground - CPI",07/22/2018,07/28/2018,0,0,28,22,20,27,0,97
Manhattan,Sol Lain Playground - CPI,07/22/2018,07/28/2018,0,0,42,0,84,87,85,298
Manhattan,Tompkins Square Park - CPI,04/29/2018,05/05/2018,0,0,0,0,0,0,20,20
Brooklyn,Carroll Park,07/22/2018,07/28/2018,0,35,40,25,30,35,0,165
Brooklyn,John J Carty Park - CPI,07/08/2018,07/14/2018,0,0,175,167,181,159,183,865
Brooklyn,William Sheridan Playground - CPI,05/21/2017,05/27/2017,67,39,0,0,47,61,0,214
Brooklyn,John J Carty Park - CPI,06/24/2018,06/30/2018,0,0,108,119,99,129,175,630
Staten Island,Dugan Playground,07/22/2018,07/28/2018,0,0,45,55,42,15,63,220
Brooklyn,John J Carty Park - CPI,07/01/2018,07/07/2018,0,145,170,0,165,134,185,799
Staten Island,Dugan Playground,07/15/2018,07/21/2018,0,0,55,70,45,50,58,278
Brooklyn,John J Carty Park - CPI,07/15/2018,07/21/2018,0,0,160,155,140,145,170,770
Staten Island,Christopher J. Igneri Playground - CPI,07/08/2018,07/14/2018,60,70,90,0,84,95,0,399
Staten Island,Christopher J. Igneri Playground - CPI,07/15/2018,07/21/2018,55,72,28,0,75,65,80,375
Staten Island,Corporal Thompson - CPI,07/08/2018,07/14/2018,0,0,115,140,155,200,215,825
Staten Island,Christopher J. Igneri Playground - CPI,07/22/2018,07/28/2018,0,0,72,75,90,40,69,346
Staten Island,Corporal Thompson - CPI,07/15/2018,07/21/2018,0,0,40,150,135,200,210,735
Queens,Hoover - Manton Playgrounds,04/23/2017,04/29/2017,0,0,0,128,0,200,130,458
Queens,Maple Playground - CPI,05/21/2017,05/27/2017,0,0,311,326,0,0,0,637
Staten Island,Corporal Thompson - CPI,07/22/2018,07/28/2018,0,0,180,160,130,60,170,700
